id,status,status_desc,alert_geometry_id,alert_code,source,detected_year,detected_at,area_ha,biome_id,biome,biome_area,state_id,state,state_area,city_id,city,city_area,conservation_unit_id,conservation_unit,conservation_unit_area,indigenous_land_id,indigenous_land,indigenous_land_area,quilombo_id,quilombo,quilombo_area,settlement_id,settlement,settlement_area,watershed_l1_id,watershed_l1,watershed_l1_area,watershed_l2_id,watershed_l2,watershed_l2_area,car_count,car_area_max,car_area_min,car_area_sum,car_area_sum_adj,legal_reserve_count,legal_reserve_area_max,legal_reserve_area_min,legal_reserve_area_sum,legal_reserve_area_sum_adj,ppa_count,ppa_area_max,ppa_area_min,ppa_area_sum,ppa_area_sum_adj,river_source_count,def_uas,def_uas_area,def_asv,def_asv_area,def_pmfs,def_pmfs_area,def_poa,def_poa_area,def_efp,def_efp_area,embargoed_properties_count,embargoed_properties_count_area,embargoed_properties_area_min,embargoed_properties_area_max,embargoed_properties_area_sum,before_dt,after_dt,days_interval
623295,published,published,1441410,623295,{SAD-MATA-ATLANTICA},2022,2022-07-31,2.289,18416,MATA ATLÂNTICA,2.289,18392,SÃO PAULO,2.289,16002,Ribeira,2.289,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,2.2890269,14607.0,Ribeira do Iguape,2.2890269,2,2.289,2.2819,4.5709,2.289,0,,,,,2,0.2219,0.0249,0.2467,,0,0,,0,,0,,0,,0,,0,0,,,,2022-03-06,2022-08-27,174.0
626633,published,published,1385792,626633,{SAD-MATA-ATLANTICA},2022,2022-07-31,0.7727,18416,MATA ATLÂNTICA,0.7727,18392,SÃO PAULO,0.7727,16397,Votorantim,0.7727,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.7726999,14663.0,Tietê,0.7726999,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
629580,published,published,1465286,629580,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.5452,18416,MATA ATLÂNTICA,0.5452,18392,SÃO PAULO,0.5452,21403,Iguape,0.5452,,,,,,,,,,,,,14625.0,Região Hidrográfica Atlântico Sul,0.5452107,14559.0,"Litoral de São Paulo, Paraná e Santa Catarina",0.5452107,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-05-29,2022-06-05,7.0
628266,published,published,1497171,628266,{SAD-MATA-ATLANTICA},2022,2022-07-31,0.6303,18416,MATA ATLÂNTICA,0.6303,18392,SÃO PAULO,0.6303,18870,São Pedro,0.6303,13121.0,"APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí",0.6303,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.6303303,14663.0,Tietê,0.6303303,2,0.6303,0.6303,1.2607,0.6303,1,0.6303,0.6303,0.6303,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-03-09,2022-05-24,76.0
630141,published,published,1417808,630141,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.2316,18416,MATA ATLÂNTICA,0.2316,18392,SÃO PAULO,0.2316,15367,Barão de Antonina,0.2316,13244.0,APA CORUMBATAÍ BOTUCATU TEJUPÁ PERIMETRO TEJUPá,0.2316,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2315616,14599.0,Paranapanema,0.2315616,3,0.2316,0.0454,0.3336,0.2316,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-05-27,2022-06-14,18.0
630451,published,published,1425677,630451,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.3051,18416,MATA ATLÂNTICA,0.3051,18392,SÃO PAULO,0.3051,17380,Embu das Artes,0.3051,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3050552,14663.0,Tietê,0.3050552,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-03-24,2022-06-29,97.0
632096,published,published,1409762,632096,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.6422,18416,MATA ATLÂNTICA,0.6422,18392,SÃO PAULO,0.6422,17380,Embu das Artes,0.6422,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.6421947,14663.0,Tietê,0.6421947,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-04-20,2022-10-05,168.0
632411,published,published,1481373,632411,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.1627,18416,MATA ATLÂNTICA,0.1627,18392,SÃO PAULO,0.1627,20438,Campinas,0.1627,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1627399,14663.0,Tietê,0.1627399,1,0.1627,0.1627,0.1627,,1,0.0134,0.0134,0.0134,,1,0.1151,0.1151,0.1151,,0,0,,0,,0,,0,,0,,0,0,,,,2022-04-25,2022-07-21,87.0
632841,published,published,1465299,632841,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.4533,18416,MATA ATLÂNTICA,0.4533,18392,SÃO PAULO,0.4533,19102,Santa Bárbara d'Oeste,0.4533,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.4532643,14663.0,Tietê,0.4532643,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
633547,published,published,1345925,633547,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.7662,18416,MATA ATLÂNTICA,0.7662,18392,SÃO PAULO,0.7662,20969,Salto Grande,0.7662,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.766198,14599.0,Paranapanema,0.766198,2,0.7662,0.7662,1.5324,0.7662,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-04-28,2022-06-23,56.0
880550,published,published,1561898,880550,{SAD-MATA-ATLANTICA},2023,2023-03-31,3.0514,18416,MATA ATLÂNTICA,3.0507,18392,SÃO PAULO,3.0514,16808,São Sebastião,3.0514,13170.0,ARIE DE SãO SEBASTIãO,1.7582,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,3.0514378,14607.0,Ribeira do Iguape,3.0514378,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-09-02,2023-02-26,177.0
881030,published,published,1561401,881030,{SAD-MATA-ATLANTICA},2023,2023-03-31,0.1206,18416,MATA ATLÂNTICA,0.1206,18392,SÃO PAULO,0.1206,16443,Santana de Parnaíba,0.1206,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1205822,14663.0,Tietê,0.1205822,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-02-08,2023-03-19,39.0
883627,published,published,1576960,883627,{SAD-MATA-ATLANTICA},2023,2023-04-30,0.1602,18416,MATA ATLÂNTICA,0.1602,18392,SÃO PAULO,0.1602,17317,Vinhedo,0.1602,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1601803,14663.0,Tietê,0.1601803,2,0.154,0.0233,0.1773,0.1602,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-02-09,2023-03-30,49.0
736251,published,published,1112567,736251,{SAD-MATA-ATLANTICA},2022,2022-09-30,2.4044,18416,MATA ATLÂNTICA,2.4044,18392,SÃO PAULO,2.4044,20751,Luiziânia,1.5275,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.4044487,14663.0,Tietê,2.4044487,3,2.4045,0.0,4.8089,2.4044,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-31,2022-09-19,50.0
736556,published,published,1112574,736556,{SAD-MATA-ATLANTICA},2022,2022-09-30,0.3228,18416,MATA ATLÂNTICA,0.3228,18392,SÃO PAULO,0.3228,16101,Piracicaba,0.3228,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3227749,14663.0,Tietê,0.3227749,1,0.0001,0.0001,0.0001,,1,0.0001,0.0001,0.0001,,1,0.0034,0.0034,0.0034,,0,0,,0,,0,,0,,0,,0,0,,,,2022-04-10,2022-09-17,160.0
736700,published,published,1112542,736700,{SAD-MATA-ATLANTICA},2022,2022-09-30,1.1226,18416,MATA ATLÂNTICA,1.1226,18392,SÃO PAULO,1.1226,20928,Piedade,1.1226,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.1226438,14663.0,Tietê,1.1226438,1,1.1182,1.1182,1.1182,,1,0.2399,0.2399,0.2399,,1,0.1518,0.1518,0.1518,,0,0,,0,,0,,0,,0,,0,0,,,,2022-05-26,2022-09-23,120.0
737972,published,published,1112821,737972,{SAD-MATA-ATLANTICA},2022,2022-10-31,2.2606,18416,MATA ATLÂNTICA,2.2606,18392,SÃO PAULO,2.2606,20519,Mogi das Cruzes,2.2606,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.2605534,14663.0,Tietê,2.2605534,2,1.4054,0.0577,1.4631,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-02-23,2022-08-27,185.0
796610,published,published,1179454,796610,{SAD-MATA-ATLANTICA},2022,2022-11-30,14.4653,18416,MATA ATLÂNTICA,14.4653,18392,SÃO PAULO,14.4653,16101,Piracicaba,14.4653,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,14.4652909,14663.0,Tietê,14.4652909,3,14.4653,14.24,43.1347,14.4653,2,12.2123,7.1417,19.354,14.4653,2,4.3624,0.0598,4.4222,,1,0,,0,,0,,0,,0,,0,0,,,,2022-08-31,2022-11-08,69.0
914812,published,published,1622326,914812,{SAD-MATA-ATLANTICA},2023,2023-05-31,0.8571,18416,MATA ATLÂNTICA,0.8571,18392,SÃO PAULO,0.8571,19376,Bragança Paulista,0.8571,13175.0,APA SISTEMA CANTAREIRA,0.8571,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.8571143,14663.0,Tietê,0.8571143,2,0.0247,0.011,0.0357,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-14,2023-04-24,284.0
932086,published,published,1638781,932086,{SAD-MATA-ATLANTICA},2023,2023-06-30,0.2452,18416,MATA ATLÂNTICA,0.2452,18392,SÃO PAULO,0.2452,20928,Piedade,0.2452,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2451956,14663.0,Tietê,0.2451956,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-05-07,2023-06-20,44.0
933840,published,published,1639035,933840,{SAD-MATA-ATLANTICA},2023,2023-06-30,1.2742,18416,MATA ATLÂNTICA,1.2742,18392,SÃO PAULO,1.2742,19027,Cotia,1.2742,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.2742438,14663.0,Tietê,1.2742438,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-03-18,2023-06-20,94.0
937557,published,published,1654278,937557,{SAD-MATA-ATLANTICA},2023,2023-07-31,0.3614,18416,MATA ATLÂNTICA,0.3614,18392,SÃO PAULO,0.3614,16101,Piracicaba,0.3614,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3613989,14663.0,Tietê,0.3613989,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-04-21,2023-07-15,85.0
938226,published,published,1653151,938226,{SAD-MATA-ATLANTICA},2023,2023-07-31,0.5231,18416,MATA ATLÂNTICA,0.5231,18392,SÃO PAULO,0.5231,18207,São Paulo,0.5231,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.5230861,14663.0,Tietê,0.5230861,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-08-13,2023-06-20,311.0
1208993,published,published,2009043,1208993,{SAD-MATA-ATLANTICA},2024,2024-01-31,1.2986,18416,MATA ATLÂNTICA,1.2986,18392,SÃO PAULO,1.2986,20519,Mogi das Cruzes,1.2986,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.2986241,14663.0,Tietê,1.2986241,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-09-12,2023-11-14,63.0
1308964,published,published,2145544,1308964,{SAD-MATA-ATLANTICA},2024,2024-09-30,0.5974,18416,MATA ATLÂNTICA,0.5974,18392,SÃO PAULO,0.5974,19512,Itapetininga,0.5974,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.5973812,14599.0,Paranapanema,0.5973812,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2024-05-02,2024-08-15,105.0
96897,published,published,1554987,96897,{GLAD},2019,2019-03-25,3.7788,18416,MATA ATLÂNTICA,3.7788,18392,SÃO PAULO,3.7788,20344,Itapirapuã Paulista,3.7788,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,3.7788097,14607.0,Ribeira do Iguape,3.7788097,4,3.7788,0.0153,10.4621,3.7788,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2019-02-02,2019-03-25,51.0
460714,published,published,1519479,460714,{SAD-MATA-ATLANTICA},2021,2021-09-01,2.1447,18416,MATA ATLÂNTICA,2.1447,18392,SÃO PAULO,2.1447,21201,Guarulhos,2.1447,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.1446564,14663.0,Tietê,2.1446564,2,1.6123,0.5652,2.1774,2.1447,1,0.5292,0.5292,0.5292,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
461372,published,published,1344572,461372,{SAD-MATA-ATLANTICA},2021,2021-09-01,0.1138,18416,MATA ATLÂNTICA,0.1138,18392,SÃO PAULO,0.1138,18823,Mogi Mirim,0.1138,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.113773,14663.0,Tietê,0.113773,4,0.1137,0.0002,0.2277,0.1138,2,0.0879,0.0002,0.0882,,1,0.013,0.013,0.013,,0,0,,0,,0,,0,,0,,0,0,,,,,,
461717,published,published,1400386,461717,{SAD-MATA-ATLANTICA},2021,2021-09-01,0.2222,18416,MATA ATLÂNTICA,0.2222,18392,SÃO PAULO,0.2222,20058,Cafelândia,0.2222,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2221785,14663.0,Tietê,0.2221785,1,0.2222,0.2222,0.2222,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
546929,published,published,1313431,546929,{SAD-MATA-ATLANTICA},2022,2022-01-31,0.2128,18416,MATA ATLÂNTICA,0.2128,18392,SÃO PAULO,0.2128,19034,Caconde,0.2128,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2127566,14585.0,Grande,0.2127566,1,0.2128,0.2128,0.2128,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
547969,published,published,1552289,547969,{SAD-MATA-ATLANTICA},2022,2022-01-31,2.8285,18416,MATA ATLÂNTICA,2.8285,18392,SÃO PAULO,2.8285,17159,Monte Aprazível,2.8285,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.8285248,14663.0,Tietê,2.8285248,3,2.3285,0.0258,2.5707,,1,0.0264,0.0264,0.0264,,2,1.6314,0.0003,1.6316,,0,0,,0,,0,,0,,0,,0,0,,,,,,
611331,published,published,1409577,611331,{SAD-MATA-ATLANTICA},2022,2022-06-30,0.4974,18416,MATA ATLÂNTICA,0.4974,18392,SÃO PAULO,0.4974,21503,Sete Barras,0.4974,13111.0,APA SERRA DO MAR,0.4974,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,0.4973593,14607.0,Ribeira do Iguape,0.4973593,2,0.4974,0.4974,0.9947,0.4974,0,,,,,1,0.1363,0.1363,0.1363,,0,0,,0,,0,,0,,0,,0,0,,,,2022-03-18,2022-04-15,28.0
631608,published,published,1505150,631608,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.774,18416,MATA ATLÂNTICA,0.774,18392,SÃO PAULO,0.774,15420,Osasco,0.774,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.7739654,14663.0,Tietê,0.7739654,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-01-25,2022-09-24,242.0
880756,published,published,1561482,880756,{SAD-MATA-ATLANTICA},2023,2023-03-31,2.5801,18416,MATA ATLÂNTICA,2.5801,18392,SÃO PAULO,2.5801,16266,Pacaembu,2.5801,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.5800993,14663.0,Tietê,2.5800993,4,2.0228,0.0126,2.2071,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-01-27,2023-04-10,73.0
881937,published,published,1576714,881937,{SAD-MATA-ATLANTICA},2023,2023-04-30,6.4716,18416,MATA ATLÂNTICA,6.4716,18392,SÃO PAULO,6.4716,19134,Ilhabela,6.4716,12738.0,PARQUE ESTADUAL  DE ILHABELA,6.4716,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,6.4715666,14607.0,Ribeira do Iguape,6.4715666,1,0.0455,0.0455,0.0455,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-01-15,2023-04-13,88.0
737610,published,published,1112808,737610,{SAD-MATA-ATLANTICA},2022,2022-10-31,1.3784,18416,MATA ATLÂNTICA,1.3784,18392,SÃO PAULO,1.3784,21509,Paraguaçu Paulista,1.3784,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.3784472,14599.0,Paranapanema,1.3784472,2,1.3785,1.3785,2.7569,1.3784,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-30,2022-09-19,51.0
737821,published,published,1112810,737821,{SAD-MATA-ATLANTICA},2022,2022-10-31,0.4317,18416,MATA ATLÂNTICA,0.4317,18392,SÃO PAULO,0.4317,18691,Matão,0.4317,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.431676,14663.0,Tietê,0.431676,1,0.399,0.399,0.399,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-27,2022-09-23,58.0
736437,published,published,1112571,736437,{SAD-MATA-ATLANTICA},2022,2022-09-30,0.3874,18416,MATA ATLÂNTICA,0.3874,18392,SÃO PAULO,0.3874,19027,Cotia,0.3874,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3874319,14663.0,Tietê,0.3874319,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-11,2022-07-23,12.0
804127,published,published,1275624,804127,{SAD-MATA-ATLANTICA},2023,2023-02-28,0.2412,18416,MATA ATLÂNTICA,0.2412,18392,SÃO PAULO,0.2412,20519,Mogi das Cruzes,0.2412,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.241195,14663.0,Tietê,0.241195,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-11-19,2023-01-17,59.0
796546,published,published,1179444,796546,{SAD-MATA-ATLANTICA},2022,2022-11-30,0.1889,18416,MATA ATLÂNTICA,0.1889,18392,SÃO PAULO,0.1889,19147,Mairinque,0.1889,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1889046,14663.0,Tietê,0.1889046,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-08-02,2022-09-24,53.0
914357,published,published,1623117,914357,{SAD-MATA-ATLANTICA},2023,2023-05-31,2.1225,18416,MATA ATLÂNTICA,2.1225,18392,SÃO PAULO,2.1225,19027,Cotia,2.1225,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.1225449,14663.0,Tietê,2.1225449,1,0.2418,0.2418,0.2418,,1,0.0384,0.0384,0.0384,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-03-03,2023-05-27,85.0
931879,published,published,1638785,931879,{SAD-MATA-ATLANTICA},2023,2023-06-30,1.4083,18416,MATA ATLÂNTICA,1.4083,18392,SÃO PAULO,1.4083,17332,Pariquera-Açu,1.4083,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,1.4082737,14607.0,Ribeira do Iguape,1.4082737,2,1.4083,1.4083,2.8165,1.4083,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-02-06,2023-06-11,490.0
96853,published,published,1530926,96853,{GLAD},2019,2019-01-13,8.2099,18416,MATA ATLÂNTICA,8.2099,18392,SÃO PAULO,8.2099,20571,Araçariguama,8.2099,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,8.2098787,14663.0,Tietê,8.2098787,1,8.2099,8.2099,8.2099,,0,,,,,0,,,,,1,0,,0,,0,,0,,0,,0,0,,,,2018-10-22,2019-05-29,219.0
251527,published,published,1326010,251527,{GLAD},2020,2020-10-22,7.6469,18416,MATA ATLÂNTICA,7.6469,18392,SÃO PAULO,7.6469,18727,Itu,7.6469,14466.0,AREA DE PROTEçãO  AMBIENTAL - PEDREGULHO,7.6469,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,7.646921,14663.0,Tietê,7.646921,6,7.1357,0.0004,15.0896,7.6469,2,6.5893,0.0002,6.5895,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
281365,published,published,1381821,281365,{GLAD},2020,2020-11-30,5.047,18416,MATA ATLÂNTICA,5.047,18392,SÃO PAULO,5.047,16164,Tambaú,5.047,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,5.047018,14585.0,Grande,5.047018,3,5.0386,0.0159,10.0576,5.047,1,0.0032,0.0032,0.0032,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2020-07-23,2020-10-22,91.0
315048,published,published,1390139,315048,{GLAD},2021,2021-02-02,3.873,18416,MATA ATLÂNTICA,3.873,18392,SÃO PAULO,3.873,21398,Jacupiranga,3.873,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,3.8730061,14607.0,Ribeira do Iguape,3.8730061,2,3.8613,0.0118,3.873,,1,0.007,0.007,0.007,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2020-10-28,2021-03-27,150.0
345218,published,published,1334771,345218,{GLAD},2021,2021-06-03,12.3821,18416,MATA ATLÂNTICA,12.3821,18392,SÃO PAULO,12.3821,15875,Itapecerica da Serra,12.3821,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,12.3820738,14663.0,Tietê,12.3820738,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2021-04-11,2021-07-13,93.0
387588,published,published,1526476,387588,{PRODES-CERR},2020,2020-01-01,1.6386,18416,MATA ATLÂNTICA,1.6386,18392,SÃO PAULO,1.6386,16665,Itaberá,1.6386,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.6386361,14599.0,Paranapanema,1.6386361,2,1.6386,1.6386,3.2773,1.6386,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2020-05-09,2020-07-02,54.0
387527,published,published,1486799,387527,{PRODES-CERR},2020,2020-01-01,2.0507,18416,MATA ATLÂNTICA,2.0507,18392,SÃO PAULO,2.0507,19540,Americana,2.0507,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.0506564,14663.0,Tietê,2.0506564,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2018-06-21,2020-07-20,760.0
387530,published,published,1494770,387530,{PRODES-CERR},2020,2020-01-01,8.9656,18416,MATA ATLÂNTICA,8.9656,18392,SÃO PAULO,8.9656,16381,Nova Campina,8.9656,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,8.9656424,14599.0,Paranapanema,8.9656424,2,8.9656,8.9656,17.9313,8.9656,1,0.5031,0.5031,0.5031,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2019-05-05,2020-10-12,526.0
460695,published,published,1392382,460695,{SAD-MATA-ATLANTICA},2021,2021-09-01,0.1637,18416,MATA ATLÂNTICA,0.1637,18392,SÃO PAULO,0.1637,16443,Santana de Parnaíba,0.1637,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1637091,14663.0,Tietê,0.1637091,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
461098,published,published,1503752,461098,{SAD-MATA-ATLANTICA},2021,2021-09-01,2.1707,18415,CERRADO,2.1707,18392,SÃO PAULO,2.1707,20002,Anhembi,2.1707,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.1707492,14663.0,Tietê,2.1707492,4,1.9608,0.0001,1.9916,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
547103,published,published,1369131,547103,{SAD-MATA-ATLANTICA},2022,2022-01-31,2.2834,18416,MATA ATLÂNTICA,2.2834,18392,SÃO PAULO,2.2834,18691,Matão,2.2834,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.2833625,14663.0,Tietê,2.2833625,1,2.2834,2.2834,2.2834,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
588923,published,published,1377362,588923,{SAD-MATA-ATLANTICA},2022,2022-06-30,2.1349,18416,MATA ATLÂNTICA,2.1349,18392,SÃO PAULO,2.1349,20594,Iporanga,2.1349,13496.0,APA QUILOMBOS DO MéDIO RIBEIRA,2.1349,,,,34360.0,QUILOMBOS DO MÉDIO RIBEIRA,2.1349,,,,14623.0,Região Hidrográfica Atlântico Sudeste,2.1348962,14607.0,Ribeira do Iguape,2.1348962,1,2.1349,2.1349,2.1349,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-01-19,2022-05-19,120.0
613494,published,published,1481217,613494,{SAD-MATA-ATLANTICA},2022,2022-06-30,0.1134,18416,MATA ATLÂNTICA,0.1134,18392,SÃO PAULO,0.1134,16665,Itaberá,0.1134,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1133918,14599.0,Paranapanema,0.1133918,1,0.1134,0.1134,0.1134,,1,0.1134,0.1134,0.1134,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-03-10,2022-05-16,67.0
626075,published,published,1369945,626075,{SAD-MATA-ATLANTICA},2022,2022-07-31,0.3908,18416,MATA ATLÂNTICA,0.3908,18392,SÃO PAULO,0.3908,16700,José Bonifácio,0.3908,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3907546,14663.0,Tietê,0.3907546,2,0.3908,0.3908,0.7815,0.3908,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-03-07,2022-03-29,22.0
628044,published,published,1441424,628044,{SAD-MATA-ATLANTICA},2022,2022-07-31,1.293,18416,MATA ATLÂNTICA,1.293,18392,SÃO PAULO,1.293,18168,Planalto,1.293,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.2929835,14663.0,Tietê,1.2929835,2,1.293,1.293,2.586,1.293,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
630334,published,published,1441431,630334,{SAD-MATA-ATLANTICA},2022,2022-08-31,1.4865,18416,MATA ATLÂNTICA,1.4865,18392,SÃO PAULO,1.4865,21362,Garça,1.4865,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.4865479,14663.0,Tietê,1.4865479,5,0.8196,0.0309,2.4402,1.4865,2,0.7119,0.0309,0.7429,,1,0.1656,0.1656,0.1656,,0,0,,0,,0,,0,,0,,0,0,,,,2022-06-07,2022-07-03,26.0
