id,status,status_desc,alert_geometry_id,alert_code,source,detected_year,detected_at,area_ha,biome_id,biome,biome_area,state_id,state,state_area,city_id,city,city_area,conservation_unit_id,conservation_unit,conservation_unit_area,indigenous_land_id,indigenous_land,indigenous_land_area,quilombo_id,quilombo,quilombo_area,settlement_id,settlement,settlement_area,watershed_l1_id,watershed_l1,watershed_l1_area,watershed_l2_id,watershed_l2,watershed_l2_area,car_count,car_area_max,car_area_min,car_area_sum,car_area_sum_adj,legal_reserve_count,legal_reserve_area_max,legal_reserve_area_min,legal_reserve_area_sum,legal_reserve_area_sum_adj,ppa_count,ppa_area_max,ppa_area_min,ppa_area_sum,ppa_area_sum_adj,river_source_count,def_uas,def_uas_area,def_asv,def_asv_area,def_pmfs,def_pmfs_area,def_poa,def_poa_area,def_efp,def_efp_area,embargoed_properties_count,embargoed_properties_count_area,embargoed_properties_area_min,embargoed_properties_area_max,embargoed_properties_area_sum,before_dt,after_dt,days_interval
914947,published,published,1622327,914947,{SAD-MATA-ATLANTICA},2023,2023-05-31,2.7638,18416,MATA ATLÂNTICA,2.7638,18392,SÃO PAULO,2.7638,17604,Itirapuã,2.7638,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.76379,14585.0,Grande,2.76379,1,2.7638,2.7638,2.7638,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-11-05,2023-05-20,196.0
937887,published,published,1653165,937887,{SAD-MATA-ATLANTICA},2023,2023-07-31,0.1885,18416,MATA ATLÂNTICA,0.1885,18392,SÃO PAULO,0.1885,19027,Cotia,0.1885,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.188469,14663.0,Tietê,0.188469,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-10-05,2023-07-21,289.0
952675,published,published,1676898,952675,{DETER-CERRADO},2023,2023-06-30,29.7907,18415,CERRADO,29.7907,18392,SÃO PAULO,29.7907,16232,Araraquara,29.7907,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,29.7906695,14663.0,Tietê,29.7906695,2,29.7907,29.7653,59.556,29.7907,1,2.0255,2.0255,2.0255,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-05-29,2023-03-30,305.0
962552,published,published,1885132,962552,{SAD-CERRADO},2023,2023-06-01,3.3642,18415,CERRADO,3.3642,18392,SÃO PAULO,3.3642,16172,Guareí,3.3642,13043.0,APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU,1.707,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,3.364215,14599.0,Paranapanema,3.364215,2,3.3642,3.3642,6.7284,3.3642,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-23,2023-06-28,340.0
1235385,published,published,2043361,1235385,{SAD-MATA-ATLANTICA},2024,2024-04-30,1.6172,18416,MATA ATLÂNTICA,1.6172,18392,SÃO PAULO,1.6172,19027,Cotia,1.6172,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.6171896,14663.0,Tietê,1.6171896,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-09-11,2024-05-23,255.0
83010,published,published,1467046,83010,{GLAD},2019,2019-07-31,14.9715,18415,CERRADO,14.9715,18392,SÃO PAULO,14.9715,16125,Leme,14.9715,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,14.9715353,14585.0,Grande,14.9715353,4,14.8998,0.093,30.0182,14.9715,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2019-06-24,2019-09-17,85.0
96183,published,published,1514809,96183,{DETER-CERRADO},2019,2019-05-10,23.1744,18415,CERRADO,23.1744,18392,SÃO PAULO,23.1744,20033,Bebedouro,23.1744,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,23.1744241,14585.0,Grande,23.1744241,3,23.0564,0.1044,23.3654,23.1744,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
134147,published,published,1372170,134147,{GLAD},2020,2020-01-07,3.1173,18416,MATA ATLÂNTICA,3.1173,18392,SÃO PAULO,3.1173,20594,Iporanga,3.1173,13496.0,APA QUILOMBOS DO MéDIO RIBEIRA,3.1173,,,,36637.0,NHUNGUARÁ,3.1173,,,,14623.0,Região Hidrográfica Atlântico Sudeste,3.117306,14607.0,Ribeira do Iguape,3.117306,1,3.1173,3.1173,3.1173,,1,1.8124,1.8124,1.8124,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2019-11-30,2019-12-29,29.0
251591,published,published,1357814,251591,{GLAD},2020,2020-10-29,2.8798,18416,MATA ATLÂNTICA,2.8798,18392,SÃO PAULO,2.8798,15413,Barra do Turvo,2.8798,13260.0,RDS QUILOMBOS DE BARRA DO TURVO,2.8798,,,,36644.0,CEDRO,2.8798,,,,14623.0,Região Hidrográfica Atlântico Sudeste,2.8797924,14607.0,Ribeira do Iguape,2.8797924,2,2.8798,1.3377,4.2175,2.8798,1,1.3505,1.3505,1.3505,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2020-10-12,2020-11-26,45.0
271603,published,published,1437610,271603,{GLAD},2020,2020-11-15,3.7629,18416,MATA ATLÂNTICA,3.7629,18392,SÃO PAULO,3.7629,18207,São Paulo,3.7629,14543.0,ÁREA DE PROTEçãO AMBIENTAL BORORé-COLôNIA,3.7629,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,3.7629344,14663.0,Tietê,3.7629344,1,3.7629,3.7629,3.7629,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2020-10-13,2020-12-28,76.0
315066,published,published,1414162,315066,{GLAD},2021,2021-02-02,1.6018,18416,MATA ATLÂNTICA,1.6018,18392,SÃO PAULO,1.6018,15413,Barra do Turvo,1.6018,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,1.6017685,14607.0,Ribeira do Iguape,1.6017685,3,1.6018,0.1408,2.3081,1.6018,1,1.6018,1.6018,1.6018,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2020-11-08,2021-04-11,154.0
460442,published,published,1312809,460442,{SAD-MATA-ATLANTICA},2021,2021-09-01,2.592,18416,MATA ATLÂNTICA,2.592,18392,SÃO PAULO,2.592,17755,Embu-Guaçu,1.1107,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.591965,14663.0,Tietê,2.591965,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
460446,published,published,1447946,460446,{SAD-MATA-ATLANTICA},2021,2021-09-01,3.1097,18416,MATA ATLÂNTICA,3.1097,18392,SÃO PAULO,3.1097,17201,São Lourenço da Serra,3.1097,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,3.1096814,14663.0,Tietê,3.1096814,2,2.4441,0.0245,2.4686,,0,,,,,1,0.7845,0.7845,0.7845,,1,0,,0,,0,,0,,0,,0,0,,,,,,
460553,published,published,1511640,460553,{SAD-MATA-ATLANTICA},2021,2021-09-01,0.1652,18416,MATA ATLÂNTICA,0.1652,18392,SÃO PAULO,0.1652,20101,Ibiúna,0.1652,13048.0,APA ITUPARARANGA,0.1652,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1652466,14663.0,Tietê,0.1652466,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
460718,published,published,1384340,460718,{SAD-MATA-ATLANTICA},2021,2021-09-01,0.5499,18416,MATA ATLÂNTICA,0.5499,18392,SÃO PAULO,0.5499,20571,Araçariguama,0.5499,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.5499072,14663.0,Tietê,0.5499072,2,0.5499,0.5499,1.0998,0.5499,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
461356,published,published,1344571,461356,{SAD-MATA-ATLANTICA},2021,2021-09-01,2.8726,18415,CERRADO,2.8726,18392,SÃO PAULO,2.8726,18870,São Pedro,2.8726,13121.0,"APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí",0.042,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.8725799,14663.0,Tietê,2.8725799,3,2.8726,0.0055,2.888,2.8726,1,0.0055,0.0055,0.0055,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
483436,published,published,1472045,483436,{GLAD},2021,2021-11-17,3.0732,18416,MATA ATLÂNTICA,3.0732,18392,SÃO PAULO,3.0732,16522,Apiaí,3.0732,,,,,,,,,,22152.0,PDS PROFESSOR LUIZ DE DAVID MACEDO,3.0732,14623.0,Região Hidrográfica Atlântico Sudeste,3.0731822,14607.0,Ribeira do Iguape,3.0731822,3,3.0732,1.2102,5.6768,3.0732,1,1.395,1.395,1.395,,1,0.1955,0.1955,0.1955,,0,0,,0,,0,,0,,0,,0,0,,,,,,
496729,published,published,1551825,496729,{GLAD},2021,2021-12-11,3.6177,18416,MATA ATLÂNTICA,3.6177,18392,SÃO PAULO,3.6177,21398,Jacupiranga,3.6177,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,3.6176987,14607.0,Ribeira do Iguape,3.6176987,2,1.1917,1.1893,2.381,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
599057,published,published,1441080,599057,{GLAD},2022,2022-02-21,15.5088,18416,MATA ATLÂNTICA,15.5088,18392,SÃO PAULO,15.5088,18682,Eldorado,15.5088,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,15.5088181,14607.0,Ribeira do Iguape,15.5088181,3,14.2212,0.0001,15.2664,,0,,,,,1,2.2959,2.2959,2.2959,,0,0,,0,,0,,0,,0,,0,0,,,,2022-01-19,2022-02-21,33.0
599553,published,published,1401458,599553,{GLAD},2022,2022-04-19,1.0459,18416,MATA ATLÂNTICA,1.0459,18392,SÃO PAULO,1.0459,19027,Cotia,1.0459,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.0459074,14663.0,Tietê,1.0459074,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-02-22,2022-05-22,89.0
611890,published,published,1504987,611890,{SAD-MATA-ATLANTICA},2022,2022-06-30,0.3389,18416,MATA ATLÂNTICA,0.3389,18392,SÃO PAULO,0.3389,15427,Barueri,0.3389,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3388545,14663.0,Tietê,0.3388545,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-02-26,2022-04-20,53.0
612901,published,published,1385632,612901,{SAD-MATA-ATLANTICA},2022,2022-06-30,0.3494,18416,MATA ATLÂNTICA,0.3494,18392,SÃO PAULO,0.3494,16665,Itaberá,0.3494,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3494074,14599.0,Paranapanema,0.3494074,3,0.3494,0.3494,1.0482,0.3494,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2021-12-11,2022-01-18,38.0
630727,published,published,1369956,630727,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.4084,18416,MATA ATLÂNTICA,0.4084,18392,SÃO PAULO,0.4084,17103,Cajuru,0.4084,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.4083682,14585.0,Grande,0.4083682,2,0.4084,0.4084,0.8167,0.4084,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-06-16,2022-06-25,9.0
632079,published,published,1481372,632079,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.3838,18416,MATA ATLÂNTICA,0.3838,18392,SÃO PAULO,0.3838,17380,Embu das Artes,0.3838,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3837914,14663.0,Tietê,0.3837914,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
633375,published,published,1489272,633375,{SAD-MATA-ATLANTICA},2022,2022-08-31,1.255,18416,MATA ATLÂNTICA,1.255,18392,SÃO PAULO,1.255,19200,Clementina,1.255,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.2550186,14663.0,Tietê,1.2550186,1,1.255,1.255,1.255,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-05-10,2022-05-12,2.0
737568,published,published,1112802,737568,{SAD-MATA-ATLANTICA},2022,2022-10-31,0.4068,18416,MATA ATLÂNTICA,0.4068,18392,SÃO PAULO,0.4068,16700,José Bonifácio,0.4068,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.4067612,14663.0,Tietê,0.4067612,4,0.2541,0.0205,0.5313,0.4068,2,0.1276,0.1259,0.2536,,2,0.1372,0.0106,0.1478,,0,0,,0,,0,,0,,0,,0,0,,,,2022-06-28,2022-09-18,82.0
738132,published,published,1113140,738132,{SAD-MATA-ATLANTICA},2022,2022-10-31,0.2012,18416,MATA ATLÂNTICA,0.2012,18392,SÃO PAULO,0.2012,17795,Atibaia,0.2012,13175.0,APA SISTEMA CANTAREIRA,0.2012,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2012066,14663.0,Tietê,0.2012066,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-06-30,2022-09-18,80.0
738143,published,published,1112581,738143,{SAD-MATA-ATLANTICA},2022,2022-10-31,0.2816,18416,MATA ATLÂNTICA,0.2816,18392,SÃO PAULO,0.2816,15723,Tejupá,0.2816,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2815777,14599.0,Paranapanema,0.2815777,1,0.2816,0.2816,0.2816,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-11,2022-08-03,23.0
791322,published,published,1178067,791322,{SAD-MATA-ATLANTICA},2022,2022-11-30,3.2628,18416,MATA ATLÂNTICA,3.2628,18392,SÃO PAULO,3.2628,19711,Novo Horizonte,3.2628,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,3.2627598,14663.0,Tietê,3.2627598,6,1.6119,0.0377,4.9303,3.2628,2,0.7803,0.5604,1.3407,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-08-23,2022-10-02,40.0
795759,published,published,1178352,795759,{SAD-MATA-ATLANTICA},2022,2022-12-31,18.6823,18416,MATA ATLÂNTICA,18.6823,18392,SÃO PAULO,18.6823,21380,São Carlos,18.6823,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,18.6822627,14585.0,Grande,18.6822627,6,18.6776,0.0008,37.3419,18.6823,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-09-25,2022-11-17,53.0
796292,published,published,1178588,796292,{SAD-MATA-ATLANTICA},2022,2022-12-31,0.1957,18416,MATA ATLÂNTICA,0.1957,18392,SÃO PAULO,0.1957,20928,Piedade,0.1957,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1957084,14663.0,Tietê,0.1957084,1,0.1957,0.1957,0.1957,,0,,,,,1,0.1559,0.1559,0.1559,,0,0,,0,,0,,0,,0,,0,0,,,,2022-09-09,2022-10-16,37.0
796313,published,published,1178590,796313,{SAD-MATA-ATLANTICA},2022,2022-11-30,0.5083,18416,MATA ATLÂNTICA,0.5083,18392,SÃO PAULO,0.5083,18727,Itu,0.5083,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.5083233,14663.0,Tietê,0.5083233,1,0.483,0.483,0.483,,1,0.2106,0.2106,0.2106,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-07-09,2022-10-05,88.0
796318,published,published,1178653,796318,{SAD-MATA-ATLANTICA},2022,2022-12-31,0.2513,18416,MATA ATLÂNTICA,0.2513,18392,SÃO PAULO,0.2513,19512,Itapetininga,0.2513,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2513191,14599.0,Paranapanema,0.2513191,2,0.2513,0.2513,0.5026,0.2513,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-09-23,2022-11-18,56.0
796411,published,published,1179421,796411,{SAD-MATA-ATLANTICA},2022,2022-12-31,0.4933,18416,MATA ATLÂNTICA,0.4933,18392,SÃO PAULO,0.4933,17795,Atibaia,0.4933,13175.0,APA SISTEMA CANTAREIRA,0.4933,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.4933009,14663.0,Tietê,0.4933009,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-09-02,2022-10-23,51.0
933571,published,published,1638723,933571,{SAD-MATA-ATLANTICA},2023,2023-06-30,1.3228,18416,MATA ATLÂNTICA,1.3228,18392,SÃO PAULO,1.3228,18617,São Miguel Arcanjo,1.3228,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.3228263,14599.0,Paranapanema,1.3228263,1,1.3228,1.3228,1.3228,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-03-20,2023-04-20,31.0
937497,published,published,1654273,937497,{SAD-MATA-ATLANTICA},2023,2023-07-31,0.7341,18416,MATA ATLÂNTICA,0.7341,18392,SÃO PAULO,0.7341,17990,Dobrada,0.7341,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.7341449,14663.0,Tietê,0.7341449,2,0.7341,0.7341,1.4683,0.7341,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2023-04-10,2023-06-27,78.0
271666,published,published,1557160,271666,{GLAD},2020,2020-11-14,2.9922,18416,MATA ATLÂNTICA,2.9922,18392,SÃO PAULO,2.9922,18617,São Miguel Arcanjo,2.9922,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,2.9921871,14599.0,Paranapanema,2.9921871,1,2.9922,2.9922,2.9922,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2020-09-03,2020-10-28,55.0
387561,published,published,1542573,387561,{PRODES-CERR},2020,2020-01-01,1.5499,18415,CERRADO,1.5499,18392,SÃO PAULO,1.5499,18118,Itirapina,1.5499,13121.0,"APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí",1.5499,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.5499102,14663.0,Tietê,1.5499102,2,1.5499,1.5499,3.0998,1.5499,1,1.2139,1.2139,1.2139,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2018-07-30,2019-12-26,514.0
460542,published,published,1471972,460542,{SAD-MATA-ATLANTICA},2021,2021-09-01,1.4238,18416,MATA ATLÂNTICA,1.4238,18392,SÃO PAULO,1.4238,17380,Embu das Artes,1.4238,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.4237694,14663.0,Tietê,1.4237694,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
462034,published,published,1455916,462034,{SAD-MATA-ATLANTICA},2021,2021-09-01,4.9008,18416,MATA ATLÂNTICA,4.9008,18392,SÃO PAULO,4.9008,17809,Elisiário,4.9008,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,4.9008012,14663.0,Tietê,4.9008012,3,4.9008,4.9008,14.7024,4.9008,0,,,,,2,1.7269,0.228,1.9549,,0,0,,0,,0,,0,,0,,0,0,,,,,,
482787,published,published,1495873,482787,{GLAD},2021,2021-11-17,2.2373,18416,MATA ATLÂNTICA,2.2373,18392,SÃO PAULO,2.2373,15413,Barra do Turvo,2.2373,,,,,,,36648.0,RIBEIRÃO GRANDE / TERRA SECA,2.2373,,,,14623.0,Região Hidrográfica Atlântico Sudeste,2.2372619,14607.0,Ribeira do Iguape,2.2372619,2,2.2373,2.2373,4.4745,2.2373,1,1.6872,1.6872,1.6872,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
496726,published,published,1328829,496726,{GLAD},2021,2021-12-12,3.8502,18416,MATA ATLÂNTICA,3.8502,18392,SÃO PAULO,3.8502,21201,Guarulhos,3.8502,12662.0,PARQUE ESTADUAL DE ITABERABA,1.1038,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,3.8502011,14663.0,Tietê,3.8502011,1,3.8502,3.8502,3.8502,,0,,,,,1,0.2236,0.2236,0.2236,,0,0,,0,,0,,0,,0,,0,0,,,,,,
546793,published,published,1552288,546793,{SAD-MATA-ATLANTICA},2022,2022-01-31,1.5413,18416,MATA ATLÂNTICA,1.5413,18392,SÃO PAULO,1.5413,12648,Tapiratiba,1.5413,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.541306,14585.0,Grande,1.541306,5,1.4132,0.1281,3.2107,1.5413,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
551484,published,published,1552303,551484,{SAD-MATA-ATLANTICA},2022,2022-02-28,1.814,18416,MATA ATLÂNTICA,1.814,18392,SÃO PAULO,1.814,16994,Bananal,1.814,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,1.8140236,14700.0,Paraíba do Sul,1.8140236,1,1.814,1.814,1.814,,1,0.0513,0.0513,0.0513,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
587028,published,published,1353438,587028,{SAD-MATA-ATLANTICA},2022,2022-05-31,1.1484,18416,MATA ATLÂNTICA,1.1484,18392,SÃO PAULO,1.1484,20354,Mococa,1.1484,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.1484428,14585.0,Grande,1.1484428,2,1.1484,0.8555,2.0039,1.1484,1,0.877,0.877,0.877,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2021-11-04,2022-02-27,115.0
584410,published,published,1448816,584410,{SAD-MATA-ATLANTICA},2022,2022-03-31,0.2814,18416,MATA ATLÂNTICA,0.2814,18392,SÃO PAULO,0.2814,15875,Itapecerica da Serra,0.2814,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2813833,14663.0,Tietê,0.2813833,0,,,,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2021-10-15,2021-11-25,41.0
599600,published,published,1449009,599600,{GLAD},2022,2022-04-26,4.3339,18416,MATA ATLÂNTICA,4.3339,18392,SÃO PAULO,4.3339,18682,Eldorado,4.3339,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,4.3339223,14607.0,Ribeira do Iguape,4.3339223,1,4.3339,4.3339,4.3339,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-03-30,2022-05-29,60.0
612025,published,published,1512821,612025,{SAD-MATA-ATLANTICA},2022,2022-06-30,0.1045,18416,MATA ATLÂNTICA,0.1045,18392,SÃO PAULO,0.1045,16604,Osvaldo Cruz,0.1045,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.1044672,14663.0,Tietê,0.1044672,2,0.1045,0.1045,0.2089,0.1045,0,,,,,1,0.1045,0.1045,0.1045,,0,0,,0,,0,,0,,0,,0,0,,,,2021-11-13,2022-01-24,72.0
628086,published,published,1497170,628086,{SAD-MATA-ATLANTICA},2022,2022-07-31,0.2934,18416,MATA ATLÂNTICA,0.2934,18392,SÃO PAULO,0.2934,16057,Sebastianópolis do Sul,0.2934,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2934199,14663.0,Tietê,0.2934199,2,0.2934,0.0274,0.3208,0.2934,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-04-02,2022-04-10,8.0
629926,published,published,1369954,629926,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.3203,18416,MATA ATLÂNTICA,0.3203,18392,SÃO PAULO,0.3203,16665,Itaberá,0.3203,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.3203315,14599.0,Paranapanema,0.3203315,3,0.2869,0.0236,0.5842,0.3203,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-05-29,2022-06-17,19.0
630228,published,published,1481371,630228,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.7424,18416,MATA ATLÂNTICA,0.7424,18392,SÃO PAULO,0.7424,18298,Paulínia,0.7424,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.7423902,14663.0,Tietê,0.7423902,2,0.5351,0.5344,1.0695,0.7424,0,,,,,1,0.199,0.199,0.199,,0,0,,0,,0,,0,,0,,0,0,,,,,,
630234,published,published,1338000,630234,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.7457,18416,MATA ATLÂNTICA,0.7457,18392,SÃO PAULO,0.7457,17795,Atibaia,0.7457,13175.0,APA SISTEMA CANTAREIRA,0.7457,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.7457343,14663.0,Tietê,0.7457343,1,0.3479,0.3479,0.3479,,0,,,,,1,0.018,0.018,0.018,,0,0,,0,,0,,0,,0,,0,0,,,,,,
632115,published,published,1377836,632115,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.4022,18416,MATA ATLÂNTICA,0.4022,18392,SÃO PAULO,0.4022,15914,Itajobi,0.4022,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.4022182,14663.0,Tietê,0.4022182,1,0.4022,0.4022,0.4022,,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,,,
634136,published,published,1505155,634136,{SAD-MATA-ATLANTICA},2022,2022-08-31,0.2933,18416,MATA ATLÂNTICA,0.2933,18392,SÃO PAULO,0.2933,21200,Tatuí,0.2933,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.2933171,14663.0,Tietê,0.2933171,1,0.1254,0.1254,0.1254,,0,,,,,1,0.1259,0.1259,0.1259,,0,0,,0,,0,,0,,0,,0,0,,,,,,
796285,published,published,1178587,796285,{SAD-MATA-ATLANTICA},2022,2022-11-30,0.3214,18416,MATA ATLÂNTICA,0.3214,18392,SÃO PAULO,0.3214,19350,Tapiraí,0.3214,,,,,,,,,,,,,14623.0,Região Hidrográfica Atlântico Sudeste,0.3213617,14607.0,Ribeira do Iguape,0.3213617,2,0.3214,0.3214,0.6427,0.3214,1,0.0456,0.0456,0.0456,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-05-21,2022-10-27,159.0
796345,published,published,1178670,796345,{SAD-MATA-ATLANTICA},2022,2022-12-31,0.6427,18416,MATA ATLÂNTICA,0.6427,18392,SÃO PAULO,0.6427,20758,Capela do Alto,0.6427,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.6427285,14663.0,Tietê,0.6427285,2,0.6427,0.6427,1.2855,0.6427,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-02-09,2022-11-23,287.0
796622,published,published,1179474,796622,{SAD-MATA-ATLANTICA},2022,2022-11-30,0.6204,18416,MATA ATLÂNTICA,0.6204,18392,SÃO PAULO,0.6204,21201,Guarulhos,0.6204,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,0.6203714,14663.0,Tietê,0.6203714,1,0.5568,0.5568,0.5568,,0,,,,,1,0.0286,0.0286,0.0286,,0,0,,0,,0,,0,,0,,0,0,,,,2022-08-02,2022-10-29,88.0
801999,published,published,1275592,801999,{SAD-MATA-ATLANTICA},2023,2023-02-28,1.7737,18416,MATA ATLÂNTICA,1.7737,18392,SÃO PAULO,1.7737,18091,Oriente,1.7737,,,,,,,,,,,,,14621.0,Região Hidrográfica do Paraná,1.7736526,14663.0,Tietê,1.7736526,3,1.7737,1.7737,5.321,1.7737,0,,,,,0,,,,,0,0,,0,,0,,0,,0,,0,0,,,,2022-11-05,2022-12-14,39.0
